loss,val_loss
0.007267380133271217,0.00728662870824337
0.004913399461656809,0.006799248047173023
0.004389908164739609,0.006892589386552572
0.004098511766642332,0.005812172777950764
0.0038913246244192123,0.005547170527279377
0.003738459199666977,0.005469633266329765
0.0036104803439229727,0.005644478835165501
0.003495494369417429,0.005062610376626253
0.0034094476141035557,0.004492079373449087
0.0033289531711488962,0.005631634034216404
0.003261430189013481,0.0070152850821614265
0.0031925521325320005,0.0041633290238678455
0.003139737294986844,0.004249469842761755
0.003090380458161235,0.004118477459996939
0.003041928866878152,0.004447228275239468
0.003006798680871725,0.004546595271676779
0.0029572374187409878,0.004249040503054857
0.002916931174695492,0.003863150952383876
0.002890337025746703,0.00366514571942389
0.0028563612140715122,0.0035736446734517813
0.0028189332224428654,0.003906908445060253
0.0027859790716320276,0.0035956765059381723
0.0027630070690065622,0.0036756666377186775
0.0027288689743727446,0.0035414984449744225
0.00270682480186224,0.0035485997796058655
